GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; In labor force:,Margin of Error; In labor force:,Estimate; In labor force: - Civilian labor force:,Margin of Error; In labor force: - Civilian labor force:,Estimate; In labor force: - Civilian labor force: - Employed,Margin of Error; In labor force: - Civilian labor force: - Employed,Estimate; In labor force: - Civilian labor force: - Unemployed,Margin of Error; In labor force: - Civilian labor force: - Unemployed,Estimate; In labor force: - Armed Forces,Margin of Error; In labor force: - Armed Forces,Estimate; Not in labor force,Margin of Error; Not in labor force
1400000US47157020541,47157020541,"Census Tract 205.41, Shelby County, Tennessee",3966,402,2744,318,2744,318,2378,284,366,158,0,17,1222,217
1400000US47157020542,47157020542,"Census Tract 205.42, Shelby County, Tennessee",3589,478,2572,392,2572,392,2326,376,246,148,0,17,1017,229
1400000US47157020610,47157020610,"Census Tract 206.10, Shelby County, Tennessee",2834,280,2126,269,2126,269,1946,271,180,97,0,12,708,177
1400000US47157020621,47157020621,"Census Tract 206.21, Shelby County, Tennessee",5224,458,3792,427,3792,427,3394,409,398,188,0,17,1432,250
1400000US47157020622,47157020622,"Census Tract 206.22, Shelby County, Tennessee",3373,257,1857,177,1851,178,1705,179,146,67,6,9,1516,234
1400000US47157020632,47157020632,"Census Tract 206.32, Shelby County, Tennessee",4131,315,2794,243,2791,243,2635,237,156,70,3,6,1337,248
1400000US47157020633,47157020633,"Census Tract 206.33, Shelby County, Tennessee",2687,188,1755,201,1680,213,1663,213,17,22,75,88,932,164
1400000US47157020634,47157020634,"Census Tract 206.34, Shelby County, Tennessee",2519,179,1572,173,1572,173,1469,162,103,51,0,12,947,200
1400000US47157020635,47157020635,"Census Tract 206.35, Shelby County, Tennessee",2208,159,1455,182,1455,182,1349,194,106,62,0,12,753,115
1400000US47157020642,47157020642,"Census Tract 206.42, Shelby County, Tennessee",6645,504,4973,354,4931,352,4726,338,205,97,42,39,1672,302
1400000US47157020643,47157020643,"Census Tract 206.43, Shelby County, Tennessee",6489,428,4383,400,4353,395,4071,394,282,134,30,34,2106,320
1400000US47157020644,47157020644,"Census Tract 206.44, Shelby County, Tennessee",6886,490,5078,375,4978,381,4617,388,361,156,100,75,1808,310
1400000US47157020651,47157020651,"Census Tract 206.51, Shelby County, Tennessee",5360,358,3420,390,3420,390,3089,327,331,145,0,17,1940,453
1400000US47157020652,47157020652,"Census Tract 206.52, Shelby County, Tennessee",4210,273,3125,251,3111,254,2767,238,344,141,14,23,1085,189
1400000US47157020700,47157020700,"Census Tract 207, Shelby County, Tennessee",2112,180,1250,132,1228,126,1126,117,102,47,22,18,862,174
1400000US47157020810,47157020810,"Census Tract 208.10, Shelby County, Tennessee",2694,225,1749,208,1731,211,1627,212,104,58,18,23,945,221
1400000US47157020820,47157020820,"Census Tract 208.20, Shelby County, Tennessee",5984,355,4230,332,4193,329,3952,316,241,119,37,31,1754,313
1400000US47157020831,47157020831,"Census Tract 208.31, Shelby County, Tennessee",3126,271,2276,251,2276,251,2165,259,111,61,0,12,850,202
1400000US47157020832,47157020832,"Census Tract 208.32, Shelby County, Tennessee",7056,460,4983,351,4954,349,4774,371,180,104,29,35,2073,342
1400000US47157020900,47157020900,"Census Tract 209, Shelby County, Tennessee",6627,360,4930,376,4857,370,4800,365,57,43,73,68,1697,337
1400000US47157021010,47157021010,"Census Tract 210.10, Shelby County, Tennessee",12464,726,9118,627,9118,627,8737,602,381,191,0,19,3346,676
